125.59s of 150.86s total (83.25%)
         0     0% 83.25%      1.97s  1.31%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconcile
         0     0% 83.25%      2.03s  1.35%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconciliationLoopFunc.func1
         0     0% 83.25%      3.82s  2.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 83.25%      3.82s  2.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 83.25%      3.82s  2.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 83.25%      3.82s  2.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 83.25%      2.05s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).Channel.func1
         0     0% 83.25%      2.05s  1.36%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).listen
         0     0% 83.25%      0.80s  0.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume/util/nestedpendingoperations.(*nestedPendingOperations).Run.func1
         0     0% 83.25%     15.32s 10.16%  io/ioutil.ReadDir
         0     0% 83.25%      3.20s  2.12%  io/ioutil.readAll
         0     0% 83.25%     13.96s  9.25%  os.(*File).Readdir
         0     0% 83.25%      1.91s  1.27%  os.(*File).Readdirnames
         0     0% 83.25%      2.80s  1.86%  os.(*File).read
         0     0% 83.25%      1.91s  1.27%  os.(*File).readdirnames
         0     0% 83.25%      6.13s  4.06%  os.Open
         0     0% 83.25%      1.52s  1.01%  reflect.DeepEqual
         0     0% 83.25%      4.14s  2.74%  runtime.(*mcache).nextFree.func1
         0     0% 83.25%      1.31s  0.87%  runtime._System
         0     0% 83.25%      0.87s  0.58%  runtime.copystack
         0     0% 83.25%      0.90s   0.6%  runtime.funcspdelta
         0     0% 83.25%      1.32s  0.87%  runtime.futexsleep
         0     0% 83.25%      6.46s  4.28%  runtime.gcAssistAlloc
         0     0% 83.25%      6.42s  4.26%  runtime.gcAssistAlloc.func1
         0     0% 83.25%      6.42s  4.26%  runtime.gcAssistAlloc1
         0     0% 83.25%     29.34s 19.45%  runtime.gcBgMarkWorker
         0     0% 83.25%     25.29s 16.76%  runtime.gcBgMarkWorker.func2
         0     0% 83.25%    146.07s 96.82%  runtime.goexit
         0     0% 83.25%      1.78s  1.18%  runtime.largeAlloc
         0     0% 83.25%      1.78s  1.18%  runtime.mallocgc.func1
         0     0% 83.25%      3.66s  2.43%  runtime.markroot.func1
         0     0% 83.25%      0.84s  0.56%  sort.quickSort_func
         0     0% 83.25%      5.56s  3.69%  syscall.openat
