33.11s of 41.16s total (80.44%)
         0     0% 80.44%      0.31s  0.75%  os.(*File).Close
         0     0% 80.44%      3.67s  8.92%  os.(*File).Readdir
         0     0% 80.44%      0.45s  1.09%  os.(*File).Readdirnames
         0     0% 80.44%      0.84s  2.04%  os.(*File).read
         0     0% 80.44%      1.63s  3.96%  os.Open
         0     0% 80.44%      0.88s  2.14%  reflect.mapassign
         0     0% 80.44%      0.23s  0.56%  reflect.unsafe_NewArray
         0     0% 80.44%      1.14s  2.77%  runtime.(*mcache).nextFree.func1
         0     0% 80.44%      0.74s  1.80%  runtime.(*mcentral).grow
         0     0% 80.44%      0.30s  0.73%  runtime._System
         0     0% 80.44%      0.25s  0.61%  runtime.callers
         0     0% 80.44%      0.25s  0.61%  runtime.callers.func1
         0     0% 80.44%      0.33s   0.8%  runtime.concatstring3
         0     0% 80.44%      0.40s  0.97%  runtime.copystack
         0     0% 80.44%      0.21s  0.51%  runtime.futexsleep
         0     0% 80.44%      0.21s  0.51%  runtime.futexwakeup
         0     0% 80.44%      0.68s  1.65%  runtime.gcAssistAlloc.func1
         0     0% 80.44%      0.68s  1.65%  runtime.gcAssistAlloc1
         0     0% 80.44%      9.38s 22.79%  runtime.gcBgMarkWorker
         0     0% 80.44%      8.29s 20.14%  runtime.gcBgMarkWorker.func2
         0     0% 80.44%     39.85s 96.82%  runtime.goexit
         0     0% 80.44%      0.49s  1.19%  runtime.gosweepone
         0     0% 80.44%      0.43s  1.04%  runtime.gosweepone.func1
         0     0% 80.44%      0.68s  1.65%  runtime.growWork
         0     0% 80.44%      0.36s  0.87%  runtime.largeAlloc
         0     0% 80.44%      0.36s  0.87%  runtime.mallocgc.func1
         0     0% 80.44%      0.96s  2.33%  runtime.markroot.func1
         0     0% 80.44%      0.32s  0.78%  runtime.morestack
         0     0% 80.44%      0.32s  0.78%  runtime.newstack
         0     0% 80.44%      0.21s  0.51%  runtime.notewakeup
         0     0% 80.44%      0.35s  0.85%  runtime.park_m
         0     0% 80.44%      0.96s  2.33%  runtime.scang
         0     0% 80.44%      0.33s   0.8%  runtime.selectgo
         0     0% 80.44%      0.24s  0.58%  sort.Slice
         0     0% 80.44%      0.21s  0.51%  sort.quickSort_func
         0     0% 80.44%      0.25s  0.61%  syscall.Close
         0     0% 80.44%      1.43s  3.47%  syscall.Open
         0     0% 80.44%      1.43s  3.47%  syscall.openat
