77.06s of 94.40s total (81.63%)
         0     0% 81.63%      1.50s  1.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).Channel.func1
         0     0% 81.63%      1.50s  1.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).listen
         0     0% 81.63%      9.37s  9.93%  io/ioutil.ReadDir
         0     0% 81.63%      1.80s  1.91%  io/ioutil.readAll
         0     0% 81.63%      8.48s  8.98%  os.(*File).Readdir
         0     0% 81.63%      1.10s  1.17%  os.(*File).Readdirnames
         0     0% 81.63%      1.10s  1.17%  os.(*File).readdirnames
         0     0% 81.63%      3.21s  3.40%  os.Open
         0     0% 81.63%      3.32s  3.52%  os.Stat
         0     0% 81.63%      1.09s  1.15%  reflect.DeepEqual
         0     0% 81.63%      0.48s  0.51%  runtime.(*mheap).alloc.func1
         0     0% 81.63%      0.59s  0.62%  runtime._System
         0     0% 81.63%      0.61s  0.65%  runtime.copystack
         0     0% 81.63%      2.49s  2.64%  runtime.gcAssistAlloc
         0     0% 81.63%      2.44s  2.58%  runtime.gcAssistAlloc.func1
         0     0% 81.63%      2.44s  2.58%  runtime.gcAssistAlloc1
         0     0% 81.63%     19.44s 20.59%  runtime.gcBgMarkWorker.func2
         0     0% 81.63%     91.70s 97.14%  runtime.goexit
         0     0% 81.63%      0.94s     1%  runtime.gosweepone.func1
         0     0% 81.63%      0.95s  1.01%  runtime.largeAlloc
         0     0% 81.63%      0.95s  1.01%  runtime.mallocgc.func1
         0     0% 81.63%      2.03s  2.15%  runtime.markroot.func1
         0     0% 81.63%      0.53s  0.56%  runtime.notesleep
         0     0% 81.63%      0.90s  0.95%  runtime.park_m
         0     0% 81.63%      2.03s  2.15%  runtime.scang
         0     0% 81.63%      0.48s  0.51%  runtime.selectgo
         0     0% 81.63%      0.61s  0.65%  runtime.stopm
         0     0% 81.63%      0.61s  0.65%  sort.Slice
         0     0% 81.63%      0.66s   0.7%  syscall.Close
         0     0% 81.63%      2.89s  3.06%  syscall.Open
