36.91s of 45.38s total (81.34%)
         0     0% 81.34%      0.50s  1.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 81.34%      0.75s  1.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).Channel.func1
         0     0% 81.34%      0.75s  1.65%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).listen
         0     0% 81.34%      0.23s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume/secret.(*secretVolumeMounter).SetUp
         0     0% 81.34%      0.23s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume/secret.(*secretVolumeMounter).SetUpAt
         0     0% 81.34%      0.23s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume/util/nestedpendingoperations.(*nestedPendingOperations).Run.func1
         0     0% 81.34%      0.23s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/volume/util/operationexecutor.(*operationGenerator).GenerateMountVolumeFunc.func1
         0     0% 81.34%      4.62s 10.18%  io/ioutil.ReadDir
         0     0% 81.34%      2.50s  5.51%  io/ioutil.ReadFile
         0     0% 81.34%      0.24s  0.53%  net.(*Dialer).DialContext
         0     0% 81.34%      0.27s  0.59%  net.(*conn).Read
         0     0% 81.34%      0.27s  0.59%  net/http.(*Client).Do
         0     0% 81.34%      0.25s  0.55%  net/http.(*Client).send
         0     0% 81.34%      0.25s  0.55%  net/http.(*Transport).RoundTrip
         0     0% 81.34%      0.24s  0.53%  net/http.(*Transport).dial
         0     0% 81.34%      0.25s  0.55%  net/http.(*Transport).dialConn
         0     0% 81.34%      0.25s  0.55%  net/http.(*Transport).getConn.func4
         0     0% 81.34%      0.25s  0.55%  net/http.send
         0     0% 81.34%      0.28s  0.62%  os.(*File).Close
         0     0% 81.34%      4.14s  9.12%  os.(*File).Readdir
         0     0% 81.34%      0.30s  0.66%  os.(*File).Stat
         0     0% 81.34%      0.88s  1.94%  os.(*File).read
         0     0% 81.34%      0.53s  1.17%  os.(*File).readdirnames
         0     0% 81.34%      1.92s  4.23%  os.Open
         0     0% 81.34%      1.93s  4.25%  os.OpenFile
         0     0% 81.34%      1.83s  4.03%  os.Stat
         0     0% 81.34%      0.55s  1.21%  reflect.DeepEqual
         0     0% 81.34%      0.83s  1.83%  reflect.mapassign
         0     0% 81.34%      1.19s  2.62%  runtime.(*mcache).nextFree.func1
         0     0% 81.34%      1.08s  2.38%  runtime.(*mheap).alloc
         0     0% 81.34%      0.24s  0.53%  runtime.(*mheap).alloc.func1
         0     0% 81.34%      0.23s  0.51%  runtime._System
         0     0% 81.34%      0.60s  1.32%  runtime.bgsweep
         0     0% 81.34%      0.42s  0.93%  runtime.copystack
         0     0% 81.34%      0.31s  0.68%  runtime.funcspdelta
         0     0% 81.34%      0.33s  0.73%  runtime.futexsleep
         0     0% 81.34%      0.83s  1.83%  runtime.gcAssistAlloc
         0     0% 81.34%      0.83s  1.83%  runtime.gcAssistAlloc.func1
         0     0% 81.34%      0.83s  1.83%  runtime.gcAssistAlloc1
         0     0% 81.34%      9.66s 21.29%  runtime.gcBgMarkWorker
         0     0% 81.34%      8.65s 19.06%  runtime.gcBgMarkWorker.func2
         0     0% 81.34%     43.88s 96.69%  runtime.goexit
         0     0% 81.34%      0.56s  1.23%  runtime.gosweepone.func1
         0     0% 81.34%      0.67s  1.48%  runtime.growWork
         0     0% 81.34%      0.59s  1.30%  runtime.hashGrow
         0     0% 81.34%      0.41s   0.9%  runtime.largeAlloc
         0     0% 81.34%      0.41s   0.9%  runtime.mallocgc.func1
         0     0% 81.34%      0.95s  2.09%  runtime.markroot.func1
         0     0% 81.34%      0.33s  0.73%  runtime.morestack
         0     0% 81.34%      0.33s  0.73%  runtime.newstack
         0     0% 81.34%      0.95s  2.09%  runtime.scang
         0     0% 81.34%      0.94s  2.07%  runtime.scanstack
         0     0% 81.34%      0.48s  1.06%  runtime.scanstack.func1
         0     0% 81.34%      0.26s  0.57%  runtime.selectgo
         0     0% 81.34%      0.32s  0.71%  runtime.stopm
         0     0% 81.34%      0.23s  0.51%  sort.Slice
         0     0% 81.34%      1.83s  4.03%  syscall.Open
         0     0% 81.34%      1.73s  3.81%  syscall.Stat
         0     0% 81.34%      1.11s  2.45%  syscall.read
