99.21s of 118.99s total (83.38%)
         0     0% 83.38%      0.64s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).getUnmountedVolumes
         0     0% 83.38%      0.64s  0.54%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager.(*volumeManager).verifyVolumesMountedFunc.func1
         0     0% 83.38%      2.07s  1.74%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).Run
         0     0% 83.38%      2.06s  1.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/volumemanager/reconciler.(*reconciler).reconciliationLoopFunc.func1
         0     0% 83.38%      2.25s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.syncProxyRules)-fm
         0     0% 83.38%      2.25s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/proxy/iptables.(*Proxier).SyncLoop
         0     0% 83.38%      2.25s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).Loop
         0     0% 83.38%      2.25s  1.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/async.(*BoundedFrequencyRunner).tryRun
         0     0% 83.38%      1.31s  1.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).Channel.func1
         0     0% 83.38%      1.31s  1.10%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/config.(*Mux).listen
         0     0% 83.38%      2.25s  1.89%  io/ioutil.readAll
         0     0% 83.38%     11.22s  9.43%  os.(*File).Readdir
         0     0% 83.38%      1.41s  1.18%  os.(*File).Readdirnames
         0     0% 83.38%      0.61s  0.51%  os.(*File).Stat
         0     0% 83.38%      5.13s  4.31%  os.Open
         0     0% 83.38%      1.34s  1.13%  path.Join
         0     0% 83.38%      0.74s  0.62%  reflect.unsafe_NewArray
         0     0% 83.38%      1.69s  1.42%  runtime.(*mcentral).grow
         0     0% 83.38%      2.33s  1.96%  runtime.(*mheap).alloc
         0     0% 83.38%      0.80s  0.67%  runtime._System
         0     0% 83.38%         1s  0.84%  runtime.concatstring3
         0     0% 83.38%      0.68s  0.57%  runtime.copystack
         0     0% 83.38%      1.03s  0.87%  runtime.futexsleep
         0     0% 83.38%      3.76s  3.16%  runtime.gcAssistAlloc
         0     0% 83.38%      3.74s  3.14%  runtime.gcAssistAlloc.func1
         0     0% 83.38%      3.74s  3.14%  runtime.gcAssistAlloc1
         0     0% 83.38%     25.04s 21.04%  runtime.gcBgMarkWorker
         0     0% 83.38%     22.18s 18.64%  runtime.gcBgMarkWorker.func2
         0     0% 83.38%    115.65s 97.19%  runtime.goexit
         0     0% 83.38%      1.53s  1.29%  runtime.gosweepone.func1
         0     0% 83.38%      0.98s  0.82%  runtime.largeAlloc
         0     0% 83.38%      0.98s  0.82%  runtime.mallocgc.func1
         0     0% 83.38%      2.54s  2.13%  runtime.markroot.func1
         0     0% 83.38%      0.96s  0.81%  runtime.stopm
         0     0% 83.38%      0.72s  0.61%  sort.Slice
         0     0% 83.38%      2.44s  2.05%  syscall.Read
