13.08s of 16.85s total (77.63%)
         0     0% 77.63%      0.46s  2.73%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListContainers
         0     0% 77.63%      0.10s  0.59%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListImages
         0     0% 77.63%      0.35s  2.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/dockershim/remote.(*dockerService).ListPodSandbox
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).Start.func1
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.(*managerImpl).synchronize
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/eviction.makeSignalObservations
         0     0% 77.63%      0.19s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 77.63%      0.15s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 77.63%      0.35s  2.08%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 77.63%      0.19s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 77.63%      0.19s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 77.63%      0.19s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 77.63%      0.15s  0.89%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 77.63%      0.19s  1.13%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 77.63%      0.14s  0.83%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 77.63%      0.17s  1.01%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*KubeletAuth).AuthenticateRequest
         0     0% 77.63%      0.18s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.getExec)-fm
         0     0% 77.63%      1.01s  5.99%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).ServeHTTP
         0     0% 77.63%      0.18s  1.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server.(*Server).getExec
         0     0% 77.63%      0.57s  3.38%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/remotecommand.ServeExec
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 77.63%      0.42s  2.49%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 77.63%      0.48s  2.85%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*criAdapter).ExecInContainer
         0     0% 77.63%      0.57s  3.38%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.serveExec)-fm
         0     0% 77.63%      0.58s  3.44%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).ServeHTTP
         0     0% 77.63%      0.57s  3.38%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/streaming.(*server).serveExec
         0     0% 77.63%      0.12s  0.71%  io.ReadFull
         0     0% 77.63%      1.06s  6.29%  io/ioutil.ReadDir
         0     0% 77.63%      0.67s  3.98%  io/ioutil.ReadFile
         0     0% 77.63%      4.07s 24.15%  math/big.(*Int).Exp
         0     0% 77.63%      0.50s  2.97%  math/big.(*Int).QuoRem
         0     0% 77.63%      0.12s  0.71%  math/big.basicMul
         0     0% 77.63%      4.07s 24.15%  math/big.nat.expNN
         0     0% 77.63%      0.10s  0.59%  net.(*Dialer).DialContext
         0     0% 77.63%      0.18s  1.07%  net.(*conn).Read
         0     0% 77.63%      0.24s  1.42%  net.(*conn).Write
         0     0% 77.63%      0.18s  1.07%  net.(*netFD).Read
         0     0% 77.63%      0.24s  1.42%  net.(*netFD).Write
         0     0% 77.63%      0.09s  0.53%  net.dialSerial
         0     0% 77.63%      0.09s  0.53%  net.dialSingle
         0     0% 77.63%      0.09s  0.53%  net.socket
         0     0% 77.63%      0.26s  1.54%  net/http.(*Client).Do
         0     0% 77.63%      0.23s  1.36%  net/http.(*Client).send
         0     0% 77.63%      1.01s  5.99%  net/http.(*ServeMux).ServeHTTP
         0     0% 77.63%      0.22s  1.31%  net/http.(*Transport).RoundTrip
         0     0% 77.63%      0.13s  0.77%  net/http.(*bodyEOFSignal).Read
         0     0% 77.63%      6.49s 38.52%  net/http.(*conn).serve
         0     0% 77.63%      0.09s  0.53%  net/http.(*connReader).Read
         0     0% 77.63%      0.17s  1.01%  net/http.(*persistConn).readLoop
         0     0% 77.63%      0.14s  0.83%  net/http.(*persistConn).roundTrip
         0     0% 77.63%      0.20s  1.19%  net/http.(*persistConn).writeLoop
         0     0% 77.63%         1s  5.93%  net/http.HandlerFunc.ServeHTTP
         0     0% 77.63%      1.01s  5.99%  net/http.serverHandler.ServeHTTP
         0     0% 77.63%      0.12s  0.71%  os.(*File).Close
         0     0% 77.63%      0.89s  5.28%  os.(*File).Read
         0     0% 77.63%      0.84s  4.99%  os.(*File).Readdir
         0     0% 77.63%      0.11s  0.65%  os.(*File).Readdirnames
         0     0% 77.63%      0.89s  5.28%  os.(*File).read
         0     0% 77.63%      0.84s  4.99%  os.(*File).readdir
         0     0% 77.63%      0.11s  0.65%  os.(*File).readdirnames
         0     0% 77.63%      0.13s  0.77%  os.(*file).close
         0     0% 77.63%      0.69s  4.09%  os.Lstat
         0     0% 77.63%      0.49s  2.91%  os.Open
         0     0% 77.63%      0.49s  2.91%  os.OpenFile
         0     0% 77.63%      0.24s  1.42%  os.Stat
         0     0% 77.63%      0.10s  0.59%  reflect.Value.SetMapIndex
         0     0% 77.63%      0.09s  0.53%  reflect.mapassign
         0     0% 77.63%      0.26s  1.54%  runtime.(*mcache).nextFree.func1
         0     0% 77.63%      0.26s  1.54%  runtime.(*mcache).refill
         0     0% 77.63%      0.18s  1.07%  runtime.(*mcentral).grow
         0     0% 77.63%      0.09s  0.53%  runtime._System
         0     0% 77.63%      0.10s  0.59%  runtime.bgsweep
         0     0% 77.63%      0.23s  1.36%  runtime.blockevent
         0     0% 77.63%      0.21s  1.25%  runtime.callers.func1
         0     0% 77.63%      0.19s  1.13%  runtime.chansend1
         0     0% 77.63%      0.10s  0.59%  runtime.concatstring3
         0     0% 77.63%      0.58s  3.44%  runtime.copystack
         0     0% 77.63%      0.19s  1.13%  runtime.funcspdelta
         0     0% 77.63%      0.20s  1.19%  runtime.futexsleep
         0     0% 77.63%      0.34s  2.02%  runtime.futexwakeup
         0     0% 77.63%      1.97s 11.69%  runtime.gcBgMarkWorker
         0     0% 77.63%      1.85s 10.98%  runtime.gcBgMarkWorker.func2
         0     0% 77.63%     15.53s 92.17%  runtime.goexit
         0     0% 77.63%      0.19s  1.13%  runtime.goready
         0     0% 77.63%      0.19s  1.13%  runtime.goready.func1
         0     0% 77.63%      0.10s  0.59%  runtime.gosweepone
         0     0% 77.63%      0.09s  0.53%  runtime.gosweepone.func1
         0     0% 77.63%      0.11s  0.65%  runtime.largeAlloc
         0     0% 77.63%      0.43s  2.55%  runtime.makeslice
         0     0% 77.63%      0.11s  0.65%  runtime.mallocgc.func1
         0     0% 77.63%      0.12s  0.71%  runtime.markroot.func1
         0     0% 77.63%      0.58s  3.44%  runtime.morestack
         0     0% 77.63%      0.14s  0.83%  runtime.newproc
         0     0% 77.63%      0.14s  0.83%  runtime.newproc.func1
         0     0% 77.63%      0.14s  0.83%  runtime.newproc1
         0     0% 77.63%      0.58s  3.44%  runtime.newstack
         0     0% 77.63%      0.16s  0.95%  runtime.notesleep
         0     0% 77.63%      0.34s  2.02%  runtime.notewakeup
         0     0% 77.63%      0.37s  2.20%  runtime.park_m
         0     0% 77.63%      0.16s  0.95%  runtime.rawstringtmp
         0     0% 77.63%      0.19s  1.13%  runtime.ready
         0     0% 77.63%      0.23s  1.36%  runtime.saveblockevent
         0     0% 77.63%      0.12s  0.71%  runtime.scang
         0     0% 77.63%      0.12s  0.71%  runtime.scanstack
         0     0% 77.63%      0.29s  1.72%  runtime.selectgo
         0     0% 77.63%      0.32s  1.90%  runtime.startm
         0     0% 77.63%      0.17s  1.01%  runtime.stopm
         0     0% 77.63%      0.30s  1.78%  runtime.wakep
         0     0% 77.63%      0.14s  0.83%  syscall.Close
         0     0% 77.63%      0.62s  3.68%  syscall.Lstat
         0     0% 77.63%      0.43s  2.55%  syscall.Open
         0     0% 77.63%      1.05s  6.23%  syscall.Read
         0     0% 77.63%      0.25s  1.48%  syscall.Stat
         0     0% 77.63%      0.24s  1.42%  syscall.Write
         0     0% 77.63%      0.43s  2.55%  syscall.openat
         0     0% 77.63%      1.05s  6.23%  syscall.read
         0     0% 77.63%      0.10s  0.59%  vendor/golang_org/x/crypto/curve25519.ScalarBaseMult
         0     0% 77.63%      0.21s  1.25%  vendor/golang_org/x/crypto/curve25519.ScalarMult
         0     0% 77.63%      0.21s  1.25%  vendor/golang_org/x/crypto/curve25519.mladder
         0     0% 77.63%      0.21s  1.25%  vendor/golang_org/x/crypto/curve25519.scalarMult
