46.72s of 55.64s total (83.97%)
         0     0% 83.97%      2.33s  4.19%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/iptables.(*runner).run
         0     0% 83.97%      0.32s  0.58%  io.ReadAtLeast
         0     0% 83.97%      0.31s  0.56%  io.ReadFull
         0     0% 83.97%      0.52s  0.93%  io/ioutil.ReadFile
         0     0% 83.97%      6.48s 11.65%  math/big.(*Int).Exp
         0     0% 83.97%      6.48s 11.65%  math/big.nat.expNN
         0     0% 83.97%      0.34s  0.61%  net.(*conn).Read
         0     0% 83.97%      1.99s  3.58%  net/http.(*ServeMux).ServeHTTP
         0     0% 83.97%     10.75s 19.32%  net/http.(*conn).serve
         0     0% 83.97%      1.99s  3.58%  net/http.HandlerFunc.ServeHTTP
         0     0% 83.97%      2.06s  3.70%  net/http.serverHandler.ServeHTTP
         0     0% 83.97%      8.52s 15.31%  os.(*File).Read
         0     0% 83.97%      0.75s  1.35%  os.(*File).Readdir
         0     0% 83.97%      8.52s 15.31%  os.(*File).read
         0     0% 83.97%      0.75s  1.35%  os.(*File).readdir
         0     0% 83.97%      3.02s  5.43%  os.(*Process).Wait
         0     0% 83.97%      3.02s  5.43%  os.(*Process).blockUntilWaitable
         0     0% 83.97%      3.02s  5.43%  os.(*Process).wait
         0     0% 83.97%      0.61s  1.10%  os.Lstat
         0     0% 83.97%      0.39s   0.7%  os.Open
         0     0% 83.97%      0.39s   0.7%  os.OpenFile
         0     0% 83.97%      0.32s  0.58%  os.StartProcess
         0     0% 83.97%      0.28s   0.5%  os.Stat
         0     0% 83.97%      0.32s  0.58%  os.startProcess
         0     0% 83.97%      2.76s  4.96%  os/exec.(*Cmd).CombinedOutput
         0     0% 83.97%      3.20s  5.75%  os/exec.(*Cmd).Run
         0     0% 83.97%      0.33s  0.59%  os/exec.(*Cmd).Start
         0     0% 83.97%      3.02s  5.43%  os/exec.(*Cmd).Wait
         0     0% 83.97%      0.88s  1.58%  runtime.(*mcache).nextFree.func1
         0     0% 83.97%      0.55s  0.99%  runtime.(*mcentral).grow
         0     0% 83.97%      1.44s  2.59%  runtime.(*mheap).alloc
         0     0% 83.97%      0.29s  0.52%  runtime._System
         0     0% 83.97%      0.28s   0.5%  runtime.bgsweep
         0     0% 83.97%      0.72s  1.29%  runtime.blockevent
         0     0% 83.97%      0.63s  1.13%  runtime.callers
         0     0% 83.97%      0.62s  1.11%  runtime.callers.func1
         0     0% 83.97%      0.55s  0.99%  runtime.futexwakeup
         0     0% 83.97%     11.33s 20.36%  runtime.gcBgMarkWorker
         0     0% 83.97%     11.23s 20.18%  runtime.gcBgMarkWorker.func2
         0     0% 83.97%     53.36s 95.90%  runtime.goexit
         0     0% 83.97%      0.28s   0.5%  runtime.gosweepone
         0     0% 83.97%      0.98s  1.76%  runtime.largeAlloc
         0     0% 83.97%      0.50s   0.9%  runtime.newstack
         0     0% 83.97%      0.92s  1.65%  runtime.selectgo
         0     0% 83.97%      0.49s  0.88%  runtime.startm
         0     0% 83.97%      0.31s  0.56%  strings.Fields
         0     0% 83.97%      0.56s  1.01%  syscall.Lstat
         0     0% 83.97%      0.36s  0.65%  syscall.Open
         0     0% 83.97%      0.32s  0.58%  syscall.StartProcess
         0     0% 83.97%      0.30s  0.54%  syscall.forkAndExecInChild
         0     0% 83.97%      0.32s  0.58%  syscall.forkExec
         0     0% 83.97%      0.36s  0.65%  syscall.openat
         0     0% 83.97%      8.77s 15.76%  syscall.read
         0     0% 83.97%      0.52s  0.93%  syscall.write
