3.46s of 3.93s total (88.04%)
         0     0% 88.04%      0.11s  2.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListContainers
         0     0% 88.04%      0.04s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).ListPodSandbox
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*instrumentedRuntimeService).Version
         0     0% 88.04%      0.16s  4.07%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).GetPods
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).Version
         0     0% 88.04%      0.11s  2.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getContainersHelper
         0     0% 88.04%      0.11s  2.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletContainers
         0     0% 88.04%      0.05s  1.27%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.(*kubeGenericRuntimeManager).getKubeletSandboxes
         0     0% 88.04%      0.11s  2.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListContainers
         0     0% 88.04%      0.04s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.ListPodSandbox
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/kuberuntime.instrumentedRuntimeService.Version
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/network.(*PluginManager).Status
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/network/cni.(*cniNetworkPlugin).Status
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/network/cni.(*cniNetworkPlugin).syncNetworkConfig
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/network/cni.getDefaultCNINetwork
         0     0% 88.04%      0.06s  1.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).(github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.relist)-fm
         0     0% 88.04%      0.06s  1.53%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/pleg.(*GenericPLEG).relist
         0     0% 88.04%      0.11s  2.80%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListContainers
         0     0% 88.04%      0.04s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).ListPodSandbox
         0     0% 88.04%      0.02s  0.51%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/remote.(*RemoteRuntimeService).Version
         0     0% 88.04%      0.40s 10.18%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*resourceAnalyzer).Get
         0     0% 88.04%      0.40s 10.18%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/kubelet/server/stats.(*summaryProviderImpl).Get
         0     0% 88.04%      0.04s  1.02%  github.com/openshift/origin/vendor/k8s.io/kubernetes/pkg/util/node.PatchNodeStatus
         0     0% 88.04%      0.02s  0.51%  io.ReadAtLeast
         0     0% 88.04%      0.02s  0.51%  io.ReadFull
         0     0% 88.04%      0.91s 23.16%  io/ioutil.ReadDir
         0     0% 88.04%      0.57s 14.50%  io/ioutil.ReadFile
         0     0% 88.04%      0.17s  4.33%  io/ioutil.readAll
         0     0% 88.04%      0.02s  0.51%  net.(*Dialer).DialContext
         0     0% 88.04%      0.03s  0.76%  net.(*conn).Read
         0     0% 88.04%      0.11s  2.80%  net.(*conn).Write
         0     0% 88.04%      0.03s  0.76%  net.(*netFD).Read
         0     0% 88.04%      0.11s  2.80%  net.(*netFD).Write
         0     0% 88.04%      0.02s  0.51%  net.dialSerial
         0     0% 88.04%      0.02s  0.51%  net.dialSingle
         0     0% 88.04%      0.02s  0.51%  net.socket
         0     0% 88.04%      0.08s  2.04%  net/http.(*Client).Do
         0     0% 88.04%      0.07s  1.78%  net/http.(*Client).send
         0     0% 88.04%      0.03s  0.76%  net/http.(*Request).write
         0     0% 88.04%      0.07s  1.78%  net/http.(*Transport).RoundTrip
         0     0% 88.04%      0.02s  0.51%  net/http.(*Transport).dial
         0     0% 88.04%      0.02s  0.51%  net/http.(*Transport).dialConn
         0     0% 88.04%      0.02s  0.51%  net/http.(*Transport).getConn.func4
         0     0% 88.04%      0.03s  0.76%  net/http.(*bodyEOFSignal).Read
         0     0% 88.04%      0.03s  0.76%  net/http.(*persistConn).readLoop
         0     0% 88.04%      0.03s  0.76%  net/http.(*persistConn).readLoop.func4
         0     0% 88.04%      0.06s  1.53%  net/http.(*persistConn).roundTrip
         0     0% 88.04%      0.12s  3.05%  net/http.(*persistConn).writeLoop
         0     0% 88.04%      0.06s  1.53%  net/http.persistConnWriter.Write
         0     0% 88.04%      0.07s  1.78%  net/http.send
         0     0% 88.04%      0.02s  0.51%  net/url.Values.Encode
         0     0% 88.04%      0.10s  2.54%  os.(*File).Close
         0     0% 88.04%      0.20s  5.09%  os.(*File).Read
         0     0% 88.04%      0.77s 19.59%  os.(*File).Readdir
         0     0% 88.04%      0.09s  2.29%  os.(*File).Readdirnames
         0     0% 88.04%      0.07s  1.78%  os.(*File).Stat
         0     0% 88.04%      0.20s  5.09%  os.(*File).read
         0     0% 88.04%      0.77s 19.59%  os.(*File).readdir
         0     0% 88.04%      0.09s  2.29%  os.(*File).readdirnames
         0     0% 88.04%      0.10s  2.54%  os.(*file).close
         0     0% 88.04%      0.65s 16.54%  os.Lstat
         0     0% 88.04%      0.03s  0.76%  os.NewFile
         0     0% 88.04%      0.42s 10.69%  os.Open
         0     0% 88.04%      0.22s  5.60%  os.Stat
         0     0% 88.04%      0.04s  1.02%  os.fillFileStatFromSys
         0     0% 88.04%      0.03s  0.76%  path.Join
         0     0% 88.04%      0.02s  0.51%  path/filepath.Join
         0     0% 88.04%      0.02s  0.51%  path/filepath.join
         0     0% 88.04%      0.03s  0.76%  reflect.DeepEqual
         0     0% 88.04%      0.23s  5.85%  runtime.(*mcache).nextFree
         0     0% 88.04%      0.21s  5.34%  runtime.(*mcache).nextFree.func1
         0     0% 88.04%      0.20s  5.09%  runtime.(*mcentral).cacheSpan
         0     0% 88.04%      0.18s  4.58%  runtime.(*mcentral).grow
         0     0% 88.04%      0.15s  3.82%  runtime.(*mheap).alloc
         0     0% 88.04%      0.02s  0.51%  runtime.(*mheap).alloc.func1
         0     0% 88.04%      0.02s  0.51%  runtime.(*mheap).alloc_m
         0     0% 88.04%      0.02s  0.51%  runtime.SetFinalizer
         0     0% 88.04%      0.02s  0.51%  runtime.SetFinalizer.func2
         0     0% 88.04%      0.07s  1.78%  runtime._System
         0     0% 88.04%      0.02s  0.51%  runtime.addfinalizer
         0     0% 88.04%      0.02s  0.51%  runtime.addspecial
         0     0% 88.04%      0.05s  1.27%  runtime.adjustframe
         0     0% 88.04%      0.03s  0.76%  runtime.bgsweep
         0     0% 88.04%      0.07s  1.78%  runtime.blockevent
         0     0% 88.04%      0.08s  2.04%  runtime.callers
         0     0% 88.04%      0.08s  2.04%  runtime.callers.func1
         0     0% 88.04%      0.03s  0.76%  runtime.chanrecv
         0     0% 88.04%      0.03s  0.76%  runtime.chanrecv1
         0     0% 88.04%      0.05s  1.27%  runtime.chansend
         0     0% 88.04%      0.05s  1.27%  runtime.chansend1
         0     0% 88.04%      0.06s  1.53%  runtime.concatstring3
         0     0% 88.04%      0.06s  1.53%  runtime.concatstrings
         0     0% 88.04%      0.04s  1.02%  runtime.convT2E
         0     0% 88.04%      0.10s  2.54%  runtime.copystack
         0     0% 88.04%      0.02s  0.51%  runtime.entersyscall
         0     0% 88.04%      0.04s  1.02%  runtime.exitsyscall
         0     0% 88.04%      0.05s  1.27%  runtime.futexsleep
         0     0% 88.04%      0.07s  1.78%  runtime.futexwakeup
         0     0% 88.04%      0.55s 13.99%  runtime.gcBgMarkWorker
         0     0% 88.04%      0.49s 12.47%  runtime.gcBgMarkWorker.func2
         0     0% 88.04%      3.66s 93.13%  runtime.goexit
         0     0% 88.04%      0.04s  1.02%  runtime.goexit0
         0     0% 88.04%      0.06s  1.53%  runtime.goready
         0     0% 88.04%      0.06s  1.53%  runtime.goready.func1
         0     0% 88.04%      0.03s  0.76%  runtime.gosweepone
         0     0% 88.04%      0.02s  0.51%  runtime.gosweepone.func1
         0     0% 88.04%      0.02s  0.51%  runtime.hashGrow
         0     0% 88.04%      0.02s  0.51%  runtime.mProf_Malloc
         0     0% 88.04%      0.02s  0.51%  runtime.markroot
         0     0% 88.04%      0.06s  1.53%  runtime.markroot.func1
         0     0% 88.04%      0.02s  0.51%  runtime.markrootBlock
         0     0% 88.04%      0.12s  3.05%  runtime.mcall
         0     0% 88.04%      0.08s  2.04%  runtime.morestack
         0     0% 88.04%      0.02s  0.51%  runtime.newMarkBits
         0     0% 88.04%      0.03s  0.76%  runtime.newarray
         0     0% 88.04%      0.08s  2.04%  runtime.newstack
         0     0% 88.04%      0.05s  1.27%  runtime.notesleep
         0     0% 88.04%      0.06s  1.53%  runtime.notewakeup
         0     0% 88.04%      0.07s  1.78%  runtime.park_m
         0     0% 88.04%      0.02s  0.51%  runtime.profilealloc
         0     0% 88.04%      0.07s  1.78%  runtime.rawstring
         0     0% 88.04%      0.07s  1.78%  runtime.rawstringtmp
         0     0% 88.04%      0.02s  0.51%  runtime.reentersyscall
         0     0% 88.04%      0.02s  0.51%  runtime.runqsteal
         0     0% 88.04%      0.07s  1.78%  runtime.saveblockevent
         0     0% 88.04%      0.02s  0.51%  runtime.scanframeworker
         0     0% 88.04%      0.06s  1.53%  runtime.scang
         0     0% 88.04%      0.06s  1.53%  runtime.scanstack
         0     0% 88.04%      0.02s  0.51%  runtime.scanstack.func1
         0     0% 88.04%      0.10s  2.54%  runtime.schedule
         0     0% 88.04%      0.08s  2.04%  runtime.selectgo
         0     0% 88.04%      0.08s  2.04%  runtime.selectgoImpl
         0     0% 88.04%      0.05s  1.27%  runtime.send
         0     0% 88.04%      0.02s  0.51%  runtime.shrinkstack
         0     0% 88.04%      0.04s  1.02%  runtime.slicebytetostring
         0     0% 88.04%      0.05s  1.27%  runtime.startm
         0     0% 88.04%      0.04s  1.02%  runtime.step
         0     0% 88.04%      0.05s  1.27%  runtime.stopm
         0     0% 88.04%      0.02s  0.51%  runtime.sweepone
         0     0% 88.04%      0.05s  1.27%  runtime.wakep
         0     0% 88.04%      0.04s  1.02%  strings.Fields
         0     0% 88.04%      0.11s  2.80%  sync.(*Once).Do
         0     0% 88.04%      0.10s  2.54%  syscall.Close
         0     0% 88.04%      0.02s  0.51%  syscall.Getdents
         0     0% 88.04%      0.55s 13.99%  syscall.Lstat
         0     0% 88.04%      0.38s  9.67%  syscall.Open
         0     0% 88.04%      0.22s  5.60%  syscall.Read
         0     0% 88.04%      0.02s  0.51%  syscall.ReadDirent
         0     0% 88.04%      0.21s  5.34%  syscall.Stat
         0     0% 88.04%      0.12s  3.05%  syscall.Write
         0     0% 88.04%      0.38s  9.67%  syscall.openat
         0     0% 88.04%      0.22s  5.60%  syscall.read
         0     0% 88.04%      0.12s  3.05%  syscall.write
